uuid,name,description
96a7357d-eea0-4ccd-87c8-bfc0ab20ad88,Blue Box Expansion,"A combination of the Fourth, Fifth, and Sixth Expansions.
Released November 21, 2016.  Icon: A blue triangle.
"

uuid,edition,version,description,author,releaseDate,column
b4a636b6-c760-45b1-8126-17cfb59de95c,,v1.0,,,0,0
7ae90887-2052-47a0-8b9d-f060961bbb60,,v1.1,,,0,1
8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,,v1.2,,,0,2
73ae7fcd-c5a3-4588-9256-31503cacbc7e,,v1.3,,,0,3
ae4d5bae-7304-49a7-a4fb-f3a176afda92,,v1.4,,,0,4
15550b6e-7b06-4cd9-98e0-5ce2adbb6067,Response,The ghost of Marlon Brando.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,
bcb325bf-2266-42f2-8efc-122b0d03b53f,Response,The haunting stare of an Iraqi child.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,
285c245e-1fc1-4e16-b4b2-5905cef42cc1,Response,The inability to form meaningful relationships.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,
0363d577-850f-4f8a-b82a-d525e1f13566,Response,The male gaze.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
396ca9c8-1965-4eae-97be-a5ca8a05b44c,Response,The passage of time.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
f203e7d4-46cd-493e-80f2-ea56edd446e9,Response,The peaceful and nonthreatening rise of China.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
4d0a96ce-2bc2-4d03-87da-071595a39f8f,Response,The power of the Dark Side.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
25dd6562-c202-4a32-b457-d878024d2fd4,Response,The right amount of cocaine.,0,0,,,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
d40f74bc-4a1f-403e-a0b8-3d3d38ab48e1,Response,The safe word.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
ee168079-fe1b-4b14-a8b1-3f4de8bd8dd4,Response,The secret formula for ultimate female satisfaction.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,,
23a440ac-4706-48d8-844b-32ac55800aa6,Response,The size of my penis.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
660a3735-5e24-45fe-ab1c-44ed6140776e,Response,The sweet song of sword against sword and the braying of mighty war beasts.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
f28078ec-9c52-4cb5-a367-4f3fdf846ca2,Response,"The swim team, all at once.",0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
3e618bfe-4ee7-4d57-a93a-6f9b4e08847d,Response,The tiger that killed my father.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
d9c14c12-cfd9-4c52-80fd-0fa4cec5ae2b,Response,The tiniest shred of evidence that God is real.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,,,,
ac7824d2-3222-4fff-aa63-d49d9ca40849,Response,The unbelievable world of mushrooms.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
19af10ab-bf40-448d-81bf-d7dcc0e93533,Response,The white half of Barack Obama.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
25f40c1f-acb1-4087-bf28-2ec7423652e1,Response,Three consecutive seconds of happiness.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
55ec154d-671f-4372-9fd1-ba84525c66a9,Response,"Three of four ladies, rubbing their tits together or something.",0,0,,,,,ae4d5bae-7304-49a7-a4fb-f3a176afda92
9cc78132-a779-4566-a627-315ae7e38c25,Response,Throwing stones at a man until he dies.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
f4f48c7b-c782-466f-a321-12c04c4c8bd6,Response,Too much cocaine.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
25ce45fe-2138-4666-b989-b1ab6758e25a,Response,Total fucking chaos.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
98722c6c-25ba-4f67-b2fb-6c9eedcf00dc,Response,Trans-exclusionary radical feminists.,0,0,,,,,ae4d5bae-7304-49a7-a4fb-f3a176afda92
485ecd7c-4db2-407f-8870-22b8103930f5,Response,Treasures beyond your wildest dreams.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,
e4160fa4-bead-4e1c-944c-4dc795e27872,Response,Turning the rivers red with the blood of infidels.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
eda2f2bd-1dc5-40a8-b06b-1231e2c31a4e,Response,Two whales fucking the shit out of each other.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
635e30f6-c2c7-4063-9396-19df08c22273,Response,Unquestioning obedience.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
77ed84b5-1d93-4c00-b796-03136459518b,Response,Unrelenting genital punishment.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
94e8f382-3e41-4a42-a3a4-015fe7c9f322,Response,Unsheathing my massive horse cock.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
461738d7-fcc3-4f87-ba8f-9df123039273,Response,Upgrading to Pornhub Premium.,0,0,,,,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
4b57315c-12cd-43cc-89ef-82cae9d40565,Response,Vegetarian options.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
5a443e6a-3a71-4990-90e5-dd95b0f7e2eb,Response,Walking into a glass door.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
3311a073-e3a1-4b07-bce2-32d2aec67d2a,Response,Wearing glasses and sounding smart.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
39e49586-920c-4dfc-abf4-583390b9b2db,Response,Western standards of beauty.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
a820d2e7-1583-4d4a-b5d1-ff9d219fc23a,Response,What Jesus would do.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
7860f84c-8e13-4cd1-8295-f36874e64d03,Response,Whatever a McRib® is made of.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
5ba1fb58-6568-4754-a52b-c3d57d073f68,Response,"Whatever you wish, mother.",0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
46d234ff-e4d6-40ac-aaec-8ce78f35a893,Response,Whispering all sexy.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
67b75094-bfab-4e10-a52b-7ebfd6385e4c,Response,White culture.,0,0,,,,,ae4d5bae-7304-49a7-a4fb-f3a176afda92
4af5eab7-036a-4896-92f5-093bda04ec79,Response,Your dick in them pants.,0,0,,,,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
