uuid,name,description
47639e6b-908f-487d-b9f4-331291709011,Blue Box Expansion,"A combination of the Fourth, Fifth, and Sixth Expansions.
Released November 21, 2016.  Icon: A blue triangle.
"

uuid,edition,version,description,author,releaseDate,column
5af68d79-d4da-434d-a68c-0c22437fee6b,,v1.0,,,0,0
cc6795b7-da58-4a6a-90ce-9c7d1a558e58,,v1.1,,,0,1
defba22f-460d-423c-9cff-55a28a5b9e9d,,v1.2,,,0,2
d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,,v1.3,,,0,3
63789969-a5ae-49dc-a690-422651063710,,v1.4,,,0,4
f1f85e01-1fc3-439f-8550-330a2cbc4f52,Response,"The swim team, all at once.",0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
b0c2936f-d125-4b46-991f-81ed5cd045ac,Response,The tiger that killed my father.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
568ffbc9-8d9a-4f23-ae03-48956ad7b7dd,Response,The tiniest shred of evidence that God is real.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,,,,
47235d7c-673c-40fe-81ad-db42ef4c38e5,Response,The unbelievable world of mushrooms.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
81cb275b-60d1-401f-b466-73d115033577,Response,The white half of Barack Obama.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
3a4647ea-b799-4391-b3db-a7e818c25e4f,Response,Three consecutive seconds of happiness.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
0c5cd81d-6046-4c3c-9bc3-7ea1f880713e,Response,"Three of four ladies, rubbing their tits together or something.",0,0,,,,,63789969-a5ae-49dc-a690-422651063710
3854d6d3-44d7-4e20-a46f-eaba4daa8529,Response,Throwing stones at a man until he dies.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
35f7d5ce-5047-46ae-a900-e296877a5ce9,Response,Too much cocaine.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
5e76ba2b-45e4-4aad-80d9-e4f1e5ae9d4a,Response,Total fucking chaos.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
8dac23a4-e6cf-42db-b94d-931b04430954,Response,Trans-exclusionary radical feminists.,0,0,,,,,63789969-a5ae-49dc-a690-422651063710
198d1dc4-1af6-4069-b023-a433157a5f47,Response,Treasures beyond your wildest dreams.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,
a885b153-a0d2-48bc-922e-fb8b1a7f66d2,Response,Turning the rivers red with the blood of infidels.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
f8a6fdf0-7af5-4dc2-8b5e-016ee24fc8f8,Response,Two whales fucking the shit out of each other.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
bae858d5-fed0-4ca7-a70f-f19f5b08d674,Response,Unquestioning obedience.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
2364c06f-7ad8-43e2-a07c-9434c3d72255,Response,Unrelenting genital punishment.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
c720f64b-9141-4d6f-9ddb-b39be8395e57,Response,Unsheathing my massive horse cock.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
5d5fcd12-9974-43ac-bf61-933abb8c01c3,Response,Upgrading to Pornhub Premium.,0,0,,,,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
70f306e7-ea6b-4d33-968f-0a8bc713770c,Response,Vegetarian options.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
a68fa812-57c2-4ebc-8a48-c4ada605c4a7,Response,Walking into a glass door.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
020279f6-0a25-417c-bf50-073549a96b5d,Response,Wearing glasses and sounding smart.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
a343ab6e-e3cd-49b1-b68d-2adeb4e238b9,Response,Western standards of beauty.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
a31fcf06-5b55-4d98-a6ba-6d36a0bc88e8,Response,What Jesus would do.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
5a9a9a1f-ecd6-4fcd-8245-4305fcc97b29,Response,Whatever a McRib® is made of.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
69fbad12-ef54-4cc2-ae97-f736b7570273,Response,"Whatever you wish, mother.",0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
640c0e11-2d46-43d8-b6a0-afa54725e57b,Response,Whispering all sexy.,0,0,5af68d79-d4da-434d-a68c-0c22437fee6b,cc6795b7-da58-4a6a-90ce-9c7d1a558e58,defba22f-460d-423c-9cff-55a28a5b9e9d,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
e6fd2938-7ad3-4efa-8d9c-21de1dba2e77,Response,White culture.,0,0,,,,,63789969-a5ae-49dc-a690-422651063710
3f786036-4aa0-4704-8896-7ee0e18552e4,Response,Your dick in them pants.,0,0,,,,d3f6fedf-4fac-45d8-a19e-15b03b7a5bb9,63789969-a5ae-49dc-a690-422651063710
